title,image,product_link,sku:,upc:,project_type:,skill:,difficulty:,info,description,review_count,star_rating,occasion:,season:,theme:,fiber_content:,yarn_weight:,thread_size:
Lion Brand Back To Basics Crochet Cardigan Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-back-to-basics-crochet-cardigan-free-download/,L90158,,Sweaters,Crochet,Easy,L90158  Sweaters Crochet Easy,"A simple crocheted cardigan looks classic with jeans or slacks and keeps you warm on cold weather days. Size: S (M, L, 1X, 2X, 3X, 4X, 5X) Finished Chest About 39 (43, 47, 51, 55, 59, 63, 67)"" [99 (109, 120, 130, 140, 150, 160, 170)cm] Materials: • 0123 Elmwood—6 (7, 7, 8, 9, 10, 10, 11) balls Hook: US size K-10½ (6.5mm) or size needed to obtain gauge Extras: Yarn needle, stitch markers",1,5,,,,,,
Lion Brand Rainbow Hooded Afghan Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-rainbow-hooded-afghan-free-download/,L90141,,Toddlers,Knit,Beginner,L90141  Toddlers Knit Beginner,"Your little one will love snuggling up in this colorful hooded afghan. Skill Level: Beginner Size: 25 x 25"" (64 x 64cm) Materials: • 0220 Parfait—2 balls Needle: US size 6 (4mm) 24"" circular needle or size needed to obtain gauge Extras: Yarn needle",1,5,,,,,,
Lion Brand Sesame Street Hat Pattern - Elmo Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-sesame-street-hat-pattern-elmo-free-download/,L90136,,Hats,Crochet,Beginner,L90136  Hats Crochet Beginner,"Your little one will love playing outside this winter with Elmo on their hat! This multi-color hat is crocheted with only one skein of yarn, and topped with a fun plush character. Skill Level: Beginner Size: Circumference: 15"" (38cm) Height: 7½"" (19.1cm) Materials: • 0501 Elmo—1 ball Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle, stitch marker",2,5,,,,,,
Lion Brand Cozy Statement Afghan Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-cozy-statement-afghan-free-download/,L90121,,Blankets & Afghans,Crochet,Beginner,L90121  Blankets & Afghans Crochet Beginner,"This luxurious fur-like throw with a color block effect is a trendy statement piece for your home. Skill Level: Beginner Size: 42 x 44"" (107 x 112cm) Materials: • 0205 Pink Poodle—8 balls • 0209 Chow Chow—10 balls Hook: US size S-35 (19mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Lion Brand Sallie Sloth Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-sallie-sloth-free-download/,L90087,,Toys,Knit,Easy,L90087  Toys Knit Easy,"This snuggly soft sloth pal makes a great friend your your little one! Skill Level: Easy Size: About 9"" (22.9cm) high, seated Materials: • 0206 Bear—2 balls • 0153 Black—1 ball Lion Brand Wool-Ease •0098 Natural Heather—1 ball Hook: • US size G-6 (4mm) crochet hook or size needed to obtain gauge • US size H-8 (5mm) crochet hook Extras: Yarn needle, large-eyed blunt needle, two 12mm safety eyes, fiberfill stuffing",1,5,,,,,,
Lion Brand Gradient Ripple Cowl Crochet Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-gradient-ripple-cowl-crochet-pattern-free-download/,L80442,,Scarves & Cowls,Crochet,Easy,L80442  Scarves & Cowls Crochet Easy,"Stitch this pretty cowl in your choice of beautiful gradient color options. This easy crochet cowl is stitched in Lion Brand Mandala Ombre yarn, a self-striping cake yarn with a beautiful gradient that’s highlighted the simple ripple pattern of the cowl. It’s a great project for beginners! Skill Level: Easy Size: Circumference: About 30"" (76cm) Height: About 9"" (22.9cm) Materials: Lion Brand Mandala Ombre • 0204 Harmony—1 cake Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",1,5,,,,,,
Lion Brand Color Block Scarf Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-color-block-scarf-free-download/,L80393,,Scarves & Cowls,Knit,Beginner,L80393  Scarves & Cowls Knit Beginner,"Wrap up in lux softness with ultra-chic faux fur. Worked solely in the knit stitch, the project is perfect for beginner knitters. Skill Level: Easy Size: About 10 x 90 in. (25.5 x 228.5 cm) Materials: • 0206 Bear 1 ball • 0203 Pomeranian 1 ball • 0201 Grey Wolf 1 ball • 0200 Mink 1 ball Needle: Requires Size US size 15 (10 mm) knitting needles
or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Lion Brand Wilhelmina Pullover Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-wilhelmina-pullover-free-download/,L80234,,Sweaters,Knit,Easy,L80234  Sweaters Knit Easy,"This classic pullover is an essential part of any wardrobe. Skill Level: Easy Size: S (M, L, 1X, 2X) Materials: • 0710 Driftwood—3 (4, 4, 5, 5) balls Needles: • US size 6 (4mm) 16"" circular needle • US size 7 (4.5mm) 16"" circular needle or size needed to obtain gauge • US size 7 (4.5mm) 29"" circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers",0,0,,,,,,
Lion Brand Rye Brook Scarf Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-rye-brook-scarf-free-download/,L80194,,Scarves & Cowls,Knit,Easy,L80194  Scarves & Cowls Knit Easy,"Combine three shades of self-striping yarn to create this luminous scarf. Skill Level: Easy Size: 7½ x 86"" (19 x 219cm) Materials: • 5216 Perfect Storm—1 ball • 5218 Galaxy—1 ball • 5220 Twilight—1 ball Needles: US size 10 (6mm) straight needles or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Lion Brand Tenafly Scarf Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-tenafly-scarf-free-download/,L80170,,Scarves & Cowls,Crochet,Beginner,L80170  Scarves & Cowls Crochet Beginner,"This textured scarf with a heathered appearance is simple enough for beginning crocheters! Skill Level: Beginner Size: 7 x 58"" (17.8 x 147cm) Materials: • 0209 Thumbprint—2 cakes Hook: US size N (10mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",1,5,,,,,,
Lion Brand Beach Haven Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-beach-haven-shawl-free-download/,L80163,,Shawls & Wraps,Knit,Easy,L80163  Shawls & Wraps Knit Easy,"Enjoy the ocean breeze wrapped up in this shawl stitched in the cool colors of the sea. Skill Level: Easy Size: Curved top edge: About 64"" (163cm) Length at Center Back: About 21"" (53cm) Materials: • 0107 Denim—1 ball • 0109 Steel Blue—1 ball • 0106 Ice Blue—1 ball • 0149 Silver—1 ball Needle: US size 7 (4.5mm) 36"" circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers",2,5,,,,,,
Lion Brand Short Hills Shell Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-short-hills-shell-free-download/,L80158,,Sweaters,Crochet,Easy,L80158  Sweaters Crochet Easy,"This simple and chic crocheted tank will have you ready for summer! Skill Level: Easy Size: S (M, L, 1X, 2X) Materials: • 0109 Steel Blue—4 (4, 5, 5, 6) balls Hook: US size D-3 (3.25mm) or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Lion Brand Greenmarket Tote Crochet Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-greenmarket-tote-crochet-pattern-free-download/,L80039,,Bags & Totes,Crochet,Easy,L80039  Bags & Totes Crochet Easy,"This boho-chic crocheted bag is ideal for running errands or trips to the beach. The easy crochet pattern is worked in one piece with simple stitches, making the mesh-style tote a great project for beginners. It is shown in bright green, but the pattern can easily be stitched in your favorite shade Lion Brand 24/7 Cotton yarn. Skill Level: Easy Size: Circumference: 35"" (89cm) Height: 15½"" (39cm), not including strap Materials: Lion Brand 24/7 Cotton • 0172 Grass—3 balls Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, stitch markers",0,0,,,,,,
Lion Brand Flora Raglan Cardigan Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-flora-raglan-cardigan-free-download/,L80038,,Garments,Knit,Intermediate,L80038  Garments Knit Intermediate,"Sophisticated style meets casual comfort in this cozy raglan knit in one piece. Skill Level: Intermediate Size: S (M, L, 1X, 2X, 3X) Materials: • 0101 Pink—3 (4, 5, 5, 6, 6) balls Needles: • US size 9 (5.5mm) 29"" circular needle • US size 10 (6mm) 29"" circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers, stitch holders",2,5,,,,,,
Lion Brand Magic Forest Baby Blankie Crochet Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-magic-forest-baby-blankie-crochet-pattern-free-download/,L70340,,Baby,Crochet,Easy,L70340  Baby Baby Crochet Easy,"Squares and strips combine to create the geometric striping pattern of this simple yet sophisticated baby blanket. This easy crochet pattern is stitched in Lion Brand Mandala Baby yarn which creates effortless stripes in each simple block of this pattern. The blanket is constructed from 4 squares, worked along the edges of the previous squares so only one seam will be sewn! Skill Level: Easy Size: 31 x 31"" (79 x 79cm) Materials: Lion Brand Mandala Baby • 0205 Echo Caves—2 balls Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",1,5,,,Baby,,,
Lion Brand Urbana Cowl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-urbana-cowl-free-download/,L70324,,Scarves & Cowls,Knit,Beginner,L70324  Scarves & Cowls Knit Beginner,"This simple cowl takes on your own vivacious personality with whichever shade of Mandala Sparkle yarn you choose. Skill Level: Beginner Size: Circumference: About 60"" (152cm) Height: About 7½"" (19cm) Materials: • 0312 Crux—1 ball Nedles: US size 6 (4mm) straight needles or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Lion Brand Biscayne Cowl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-biscayne-cowl-free-download/,L70309,,Scarves & Cowls,Crochet,Easy,L70309  Scarves & Cowls Crochet Easy,"The open mesh styling of this crocheted cowl highlights the variegated colorplay of the yarn. Skill Level: Easy Size: Circumference: 60"" (152cm) Height: About 8"" (20.3cm) Materials: • 0707 Soothing Lavender—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Lion Brand Cottonwood Cowl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-cottonwood-cowl-free-download/,L70083,,Scarves & Cowls,Crochet,Easy,L70083  Scarves & Cowls Crochet Easy,"Alternating single and double crochet stitches creates gorgeous texture in this simple cowl crocheted in one strip then joined together. Skill Level: Easy Size: Circumference: About 53"" (135cm) Height: About 9½"" (24cm) Materials: • 0158 Mustard—2 balls Hook: US size J-10 (6mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Lion Brand Shaded Hat and Wristers Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-shaded-hat-and-wristers-free-download/,L60099,,Hats,Crochet,Easy,L60099  Hats Crochet Easy,"Self-striping yarn effortlessly creates sloping bands of color in this matching set. Skill Level: Easy Size: Hat: 19"" (48cm) circumference Wristers: 8"" (20.3cm) circumference Materials: • 5202 Mountain Range—2 balls Hook: • US size I-9 (5.5mm) crochet hook • US size K-10½ (6.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",1,5,,,,,,
Lion Brand Sesame Street Slippers Pattern - Elmo Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-sesame-street-slippers-pattern-elmo-free-download/,L20304,,Garments,Crochet,Beginner,L20304  Garments Crochet Beginner,"Your child's favorite red monster will keep little toes warm as they play in these fun and cozy slippers worked in one piece and topped with a plush character. Skill Level: Easy Size: Finished length about 6½"" (16.5cm) Materials: • 0501 Elmo—2 balls Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",1,5,,,,,,
Lion Brand Trio Toboggan Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-trio-toboggan-free-download/,L20291,,Hats,Knit,Easy,L20291  Hats Knit Easy,"This coordinating family of hats pops with colorwork and fluffy poms against a chunky base that's built to keep the cold out. Make three for yourself or share amongst friends and fam! Skill Level: Easy Sizes: Child (adult small, adult large) Materials: Lion Brand® Two of Wands Hue + Me yarn • 0134 Spicy -- 1 skein • 0172 Sea Glass -- 1 skein • 0102 Bellini -- 1 skein Hook: Requires Size US 10.5 (6.5mm) circular knitting needles, 16""(40cm) long and Size US 10.5 (6.5mm) double pointed knitting needles or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Lion Brand Racer Wrap Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-racer-wrap-free-download/,L20288,,Shawls & Wraps,Crochet,Beginner,L20288  Shawls & Wraps Crochet Beginner,"Simple meditative stitches are paired with striking and dramatic stripes in this modern triangle wrap. Wear it with the point in front like a scarf to bundle up against harsh weather, or drape over the shoulders for a more formal look. Skill Level: Beginner Size: 62"" x 30"" (157.5x76cm ) Materials: • 0108 Magic Hour -- 1skeins • 0123 Terra -- 1 skeins • 0105 Ozone -- 1 skeins Hook: Requires US S N/P {10mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Lion Brand On the Bias Throw Pillow Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-on-the-bias-throw-pillow-free-download/,L20287,,Pillows & Pillowcases,Knit,Beginner,L20287  Pillows & Pillowcases Knit Beginner,"The simplicity of garter stitch is taken to the next level with this boldly striped modern throw pillow. Worked diagonally, the design showcases playful colors and simple textures, accented by oversized tassels. Skill Level: Beginner Size: 16"" x 16"" (40.5x40.5cm ) Materials: • 0123 Peacoat -- 1skeins • 0132 Arrowwood -- 1 skeins • 0144 Haze -- 1 skeins Needle: Requires US 10.5 (6.5mm) knitting needles or size needed to obtain gauge Extras: Tapestry needle, 16"" square insert",0,0,,,,,,
Lion Brand Level Up Blanket Scarf Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-level-up-blanket-scarf-free-download/,L20285,,Scarves & Cowls,Knit,Easy,L20285  Scarves & Cowls Knit Easy,"Shards of color slice into a neutral base to add drama and intrigue to this simple garter stitch blanket scarf. Cozy up under the squishy fabric by draping it over the shoulders, or go for a bold statement and wrap it around the neck like a scarf. Skill Level: Easy Size: 24"" x 72"" (61x183cm ) Materials: • 0123 Terra -- 5 skeins • 0134 Spicy -- 1 skeins • 0102 Bellini -- 1 skeins • 0144 Haze -- 1 skeins Needle: Requires US Size 13 (9 mm) needles or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Lion Brand Sesame Street Hat Pattern - Abby Cadabby Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-sesame-street-hat-pattern-abby-cadabby-free-download/,L20262,,Hats,Crochet,Beginner,L20262  Hats Crochet Beginner,"Your little one will love playing outside this winter with Abby Cadabby on their hat! This multi-color hat is crocheted with only one skein of yarn, and topped with a fun plush character. Skill Level: Beginner Size: Circumference: 15"" (38cm) Height: 7½"" (19.1cm) Materials: • 0504 Abby Cadabby—1 ball Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle, stitch marker",6,5,,,,,,
Lion Brand Tupelo Cowl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-tupelo-cowl-free-download/,L20186,,Scarves & Cowls,Crochet,Easy,L20186  Scarves & Cowls Crochet Easy,"Clusters of double crochet stitches create bobbled stripes on this fun cowl easy enough for beginning crocheters. Skill Level: Easy Size: Finished circumference: About 28"" (71cm) Finished height: About 16"" (41cm) Materials: • 0135 Spice—1 ball • 0099 Vintage—1 ball • 0149 Stone—1 ball Hook: US size H-8 (5mm) or size needed to obtain gauge Extras: Yarn needle",1,5,,,,,,
Lion Brand Calypso Crop Top Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-calypso-crop-top-free-download/,L20184,,Garments,Crochet,Easy,L20184  Garments Crochet Easy,"This breezy top is perfect for a lunch date with pals or a night out with someone special. Skill Level: Easy Size: XS/S (M/L, 1X-3X) Materials: • 0307 Star Ruby 4 (5, 6) balls Crochet Hook: Requires US Size H-8 (5 mm) hook or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Lion Brand Granny Baby Throw Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-granny-baby-throw-free-download/,L20103,,Blankets & Afghans,,,L20103  Blankets & Afghans,"Put a contemporary spin on a classic with an oversized granny square in modern hues. Skill Level: Easy Size: 34 x 34"" (86 x 86cm) Materials: • 0103 Coral—3 balls • 0110 Navy—3 balls • 0109 Denim—3 balls Hook: US size F-5 (3.75mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",2,5,,,,,,
Lion Brand Super Scarf with Pockets Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-super-scarf-with-pockets-free-download/,L20088,,Scarves & Cowls,Crochet,Easy,L20088  Scarves & Cowls Crochet Easy,"Pretty and practical, this pocket shawl is the perfect finishing touch for a chilly day. Skill Level: Easy Size: 6 x 10"" (15 x 254 cm) Materials: • 0236 Celestial Stripes —3 balls Needle: Requires US Size N-13 (9 mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Premier Lace Stripe Wrap Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-lace-stripe-wrap-pattern-free-download/,F01445,,,,,F01445 ,"Contrasting bands of lace and garter stitch create a casual, yet feminine scarf for chilly days. Skill Level: Intermediate Size: 70 x 18"" (178 x 46cm) Materials: Premier Everyday Worsted • 1071 Dove—3 balls • 1070 Parchment—1 ball Needle: US size 9 (5.5mm) straight needles or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Premier Spider Lace Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-spider-lace-shawl-free-download/,F01415,,,,,F01415 ,"This lacy shawl is worked from the center out and trimmed with tassels for a trendy way to layer up on chilly days. Skill Level: Intermediate Size: Wingspan: 66"" (168cm), excluding tassels Depth: 30"" (76cm), excluding tassels Materials: • 0045 Sand—4 balls Needles: US size 15 (10mm) 24"" or longer circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers, large crochet hook",0,0,,,,,,
Lion Brand Lucy Apron Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-lucy-apron-free-download/,F01414,,Garments,Knit,Easy,F01414  Garments Knit Easy,"Keep clean as you work in the kitchen in a cute half apron with a retro-chic vibe. Skill Level: Easy Size: Finished Length: About 15"" (38cm) Finished Length: About 18"" (46cm) Materials: • 0098 Ecru—2 balls • 0102 Aqua—1 ball Needles: US Size 8 (5mm) 36"" circular needle or size needed to obtain gauge • US Size 9 (5.5mm) 16"" circular needle or size needed to obtain gauge Extras: Tapestry needle, stitch holders",0,0,,,,,,
Lion Brand Leopard Sweater Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-leopard-sweater-free-download/,F01413,,Sweaters,Knit,Intermediate,F01413  Sweaters Knit Intermediate,"You'll go wild for this trendy leopard-print sweater. Skill Level: Intermediate Size: Finished Bust: 45"" (115cm) Finished Length: 25"" (64cm) Materials: • 0123 Tan—6 balls • 0150 Slate—5 balls • 0122 Mushroom—2 balls Needles: • US Size 9 (5.5mm) 40"" circular needle or size needed to obtain gauge • US Size 9 (5.5mm) 16"" circular needle or size needed to obtain gauge Extras: Tapestry needle, stitch markers, stitch holders",0,0,,,,,,
Lion Brand Rhea Plant Hanger Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-rhea-plant-hanger-free-download/,F01412,,Home Décor,Crochet,Easy,F01412  Home Décor Crochet Easy,"Give your décor a bohemian lift with a quick and easy plant hanger that puts your favorite houseplant on display while keeping your tabletops uncluttered. Skill Level: Easy Size: 5"" (12.7cm) tall Materials: • 0157 Hay—1 ball Hook: Requires US Size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",2,5,,,,,,
Lion Brand Hulett Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-hulett-shawl-free-download/,F01411,,Shawls & Wraps,Crochet,Easy,F01411  Shawls & Wraps Crochet Easy,"The glitzy shine of Lion Brand Truboo Sparkle makes this crocheted stripe shawl perfect for a night out. Skill Level: Easy Size: 20 x 65"" (51 x 165cm) Materials: • 0306 Sugar Cookie—2 balls • 0300 Truffle—2 balls • 0303 Plum—2 balls Hook: Requires US Size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Lion Brand Silas Cardigan Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-silas-cardigan-free-download/,F01410,,Sweaters,Knit,Intermediate,F01410  Sweaters Knit Intermediate,"Patterned sleeves take a basic cardigan to the next level. Skill Level: Intermediate Size: S (M, L, 1X, 2X, 3X) Finished Bust: About 36 (40, 44, 48, 52, 56)"" [91 (102, 112, 122, 132, 142)cm] Finished Length: About 20½ (21, 21½, 22, 22½, 23)"" [52 (54, 55, 56, 57, 59)cm] Materials: • 0178 Dragonfly—6 (7, 8, 9, 10, 11) balls Needle: Requires US Size 6 (4mm) straight needles or size needed to obtain gauge Extras: Tapestry needle, stitch holders",2,5,,,,,,
Premier Herringbone Throw Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-herringbone-throw-free-download/,F01390,,Blankets & Afghans,Crochet,Intermediate,F01390  Blankets & Afghans Crochet Intermediate,"Worked entirely in herringbone half double crochet, this chunky blanket stitches up quickly for trendy modern décor. Skill Level: Intermediate Size: 32 x 32"" (81 x 81cm) Materials: • 0047 Peacock—4 balls Hook: US size L-11 (8mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",1,4,,,,,,
